,Src Pt,Dst Pt,Packets,Bytes
41488,24520,22,26,2995
41489,22,24520,34,4585
41490,9364,80,1,46
41491,80,9364,6,264
41492,22,34514,19,3185
41493,34514,22,17,2299
41494,80,49833,5,769
41495,49833,80,5,333
41496,59489,22,16,1948
41497,22,59489,24,3597
41498,22,52269,19,3185
41499,52269,22,17,2267
41500,46081,22,17,2267
41501,22,46081,19,3185
41502,22,38278,19,3185
41503,38278,22,17,2267
41504,42357,22,17,2267
41505,22,42357,19,3185
41506,56427,22,6,329
41507,22,56427,8,4393
41508,44928,22,17,2283
41509,22,44928,19,3185
41510,22,50510,26,3745
41511,50510,22,24,2889
41512,49438,22,15,2163
41513,22,49438,19,3185
41514,57444,22,16,2299
41515,22,57444,20,3249
41516,42430,22,8,501
41517,22,42430,10,1684
41518,52863,80,1,46
41519,80,52863,6,264
41520,23,19303,1,40
41521,19303,23,1,46
41522,32962,22,17,2267
41523,22,32962,19,3185
41524,46631,22,6,329
41525,22,46631,9,4453
41526,41532,22,22,2280
41527,22,41532,29,4182
41528,123,47832,1,76
41529,47832,123,1,76
41530,57873,22,17,2267
41531,22,57873,19,3185
41532,40950,22,28,3120
41533,22,40950,27,4773
41534,22,13242,26,3745
41535,13242,22,24,2889
41536,22,53082,66,12561
41537,53082,22,66,6687
41538,22,38986,27,3809
41539,38986,22,25,3054
41540,22,59586,26,3745
41541,59586,22,26,3070
41542,22829,22,7,437
41543,22,22829,8,1498
41544,56861,161,1,71
41545,0,3,1,99
41546,54503,161,1,68
41547,0,3,1,96
41548,22,47774,19,3185
41549,47774,22,21,2491
41550,22,35343,19,3185
41551,35343,22,17,2267
41552,13221,22,9,1399
41553,22,13221,13,5497
41554,33513,80,2,92
41555,80,33513,1,44
41556,53107,22,17,2267
41557,22,53107,19,3185
41558,22,55765,21,4149
41559,55765,22,17,2279
41560,36759,7547,1,46
41561,7547,36759,1,40
41562,37607,22,15,2163
41563,22,37607,19,3185
41564,22,2033,20,3065
41565,2033,22,18,3009
41566,60022,22,15,2163
41567,22,60022,19,3185
41568,22,1541,20,3185
41569,1541,22,15,2871
41570,123,40263,1,76
41571,40263,123,1,76
41572,37308,22,17,2267
41573,22,37308,19,3185
41574,56081,22,6,368
41575,22,56081,9,2493
41576,56805,22,19,2112
41577,22,56805,25,4561
41578,22,39523,19,3185
41579,39523,22,17,2267
41580,57330,23,1,46
41581,23,57330,1,40
41582,43792,22,16,2227
41583,22,43792,20,3278
41584,13241,80,1,46
41585,80,13241,6,264
41586,53337,80,13,660
41587,80,53337,7,11967
41588,4626,22,16,2917
41589,22,4626,18,2985
41590,7780,80,1,46
41591,80,7780,6,264
41592,56880,22,24,2916
41593,22,56880,26,3745
41594,22,35234,19,3185
41595,35234,22,18,2319
41596,17940,22,4,234
41597,22,17940,8,673
41598,34937,22,5,301
41599,22,34937,6,2354
41600,22,41435,19,3185
41601,41435,22,15,2179
41602,8950,22,26,3036
41603,22,8950,26,3745
41604,45969,5358,1,46
41605,5358,45969,1,40
41606,0,8,2,92
41607,0,0,2,68
41608,6209,22,24,2883
41609,22,6209,28,3985
41610,24361,22,4,210
41611,22,24361,5,309
41612,10444,22,5,343
41613,22,10444,13,1996
41614,22,33976,26,3745
41615,33976,22,24,2915
41616,43651,22,17,2261
41617,22,43651,20,3249
41618,1835,22,18,3009
41619,22,1835,20,3065
41620,123,50908,1,76
41621,50908,123,1,76
41622,22,56075,19,3185
41623,56075,22,17,2267
41624,51700,23,1,46
41625,23,51700,1,40
41626,3389,54505,1,40
41627,54505,3389,1,48
41628,22,30301,26,3745
41629,30301,22,26,3015
41630,42859,22,6,329
41631,22,42859,13,8634
41632,35892,22,20,2423
41633,22,35892,19,3185
41634,22,52483,5,1285
41635,52483,22,6,340
41636,28426,22,9,2429
41637,22,28426,11,4549
41638,58796,22,17,2267
41639,22,58796,19,3185
41640,23,33981,1,40
41641,33981,23,1,46
41642,44604,80,1,46
41643,80,44604,6,264
41644,26290,22,5,289
41645,22,26290,12,7505
41646,5358,1086,1,40
41647,1086,5358,1,46
41648,22,36076,26,3745
41649,36076,22,26,2993
41650,35909,22,17,2267
41651,22,35909,19,3185
41652,54460,22,28,4387
41653,22,54460,29,4773
41654,30260,139,1,46
41655,139,30260,1,40
41656,22,35485,19,3185
41657,35485,22,15,2163
41658,61213,22,8,472
41659,22,61213,13,5875
41660,22,26411,26,4957
41661,26411,22,14,2531
41662,17087,23,1,46
41663,23,17087,1,40
41664,31387,22,6,362
41665,22,31387,16,8879
41666,5107,5060,1,440
41667,0,3,1,468
41668,26314,7547,1,46
41669,7547,26314,1,40
41670,22,57124,19,3185
41671,57124,22,15,2163
41672,23,19303,2,80
41673,19303,23,2,92
41674,31606,22,24,2883
41675,22,31606,26,3745
41676,50166,22,2,92
41677,22,50166,1,44
41678,64812,22,15,2179
41679,22,64812,20,4085
41680,80,52493,1,46
41681,52493,80,1,40
41682,22,58436,19,3185
41683,58436,22,15,2163
41684,22,28363,5,1285
41685,28363,22,6,340
41686,55465,22,16,1936
41687,22,55465,23,3545
41688,12124,22,7,419
41689,22,12124,13,5838
41690,50401,22,7,424
41691,22,50401,5,1285
41692,23002,22,26,3004
41693,22,23002,26,3745
41694,3798,445,3,144
41695,445,3798,3,120
41696,1278,22,24,2900
41697,22,1278,26,3745
41698,57224,22,17,2267
41699,22,57224,19,3185
41700,48713,22,26,3003
41701,22,48713,26,3745
41702,39463,22,13,1969
41703,22,39463,24,5541
41704,3682,80,14,644
41705,80,3682,74,3256
41706,2179,23,1,46
41707,23,2179,1,40
41708,7868,7547,1,46
41709,7547,7868,1,40
41710,65154,22,26,3036
41711,22,65154,26,3745
41712,59705,80,1,46
41713,80,59705,6,264
41714,22012,22,26,3030
41715,22,22012,29,4893
41716,53762,22,24,2918
41717,22,53762,26,3745
41718,11779,23,1,46
41719,23,11779,1,40
41720,0,3,1,56
41721,24452,22,15,2163
41722,22,24452,19,3185
41723,59635,22,15,2163
41724,22,59635,19,3185
41725,34258,22,7,368
41726,22,34258,8,587
41727,22,51358,19,3185
41728,51358,22,17,2267
41729,22,60113,19,3185
41730,60113,22,15,2163
41731,22,61437,5,1285
41732,61437,22,6,340
41733,54441,22,17,2267
41734,22,54441,19,3185
41735,35934,22,24,2916
41736,22,35934,27,3865
41737,42060,22,2,106
41738,22,42060,4,240
41739,22,49181,19,3197
41740,49181,22,17,2267
41741,45650,22,15,2179
41742,22,45650,19,3185
41743,3059,3306,1,46
41744,3306,3059,1,40
41745,22,37990,19,3185
41746,37990,22,17,2267
41747,22,48909,19,3185
41748,48909,22,17,2267
41749,1450,23,1,46
41750,23,1450,1,40
41751,57902,23,1,46
41752,23,57902,1,40
41753,34934,22,14,1915
41754,22,34934,14,2721
41755,58935,1900,1,118
41756,0,3,1,146
41757,21980,7547,1,46
41758,7547,21980,1,40
41759,22,46919,19,3185
41760,46919,22,17,2267
41761,22138,22,7,381
41762,22,22138,10,1545
41763,9874,22,24,2916
41764,22,9874,26,3745
41765,22,56388,19,3185
41766,56388,22,17,2267
41767,49967,80,5,341
41768,80,49967,4,739
41769,50001,23,2,92
41770,23,50001,1,40
41771,41546,22,20,2152
41772,22,41546,27,3953
41773,52069,1900,1,125
41774,0,3,1,153
41775,59203,22,15,2163
41776,22,59203,19,3185
41777,47618,22,4,225
41778,22,47618,6,1419
41779,63415,3389,2,104
41780,3389,63415,2,80
41781,44936,22,24,2912
41782,22,44936,26,3745
41783,22,29055,5,1285
41784,29055,22,6,340
41785,51326,22,17,2267
41786,22,51326,19,3185
41787,22,40579,19,3185
41788,40579,22,17,2267
41789,22,36797,19,3185
41790,36797,22,19,2371
41791,22,19389,26,3745
41792,19389,22,26,3025
41793,50429,22,17,2267
41794,22,50429,19,3185
41795,37820,22,6,329
41796,22,37820,8,2494
41797,55252,22,1,46
41798,22,55252,6,264
41799,44740,22,24,2996
41800,22,44740,26,3745
41801,23,31730,2,80
41802,31730,23,2,92
41803,64591,3389,1,52
41804,3389,64591,1,40
41805,5235,5060,1,439
41806,0,3,1,467
41807,35789,22,4,225
41808,22,35789,10,6630
41809,24978,22,16,2221
41810,22,24978,22,3462
41811,33415,22,6,400
41812,22,33415,10,4616
41813,63726,23,1,46
41814,23,63726,1,40
41815,18778,22,16,2209
41816,22,18778,20,3249
41817,22,48926,20,3305
41818,48926,22,17,2267
41819,12291,22,19,2521
41820,22,12291,24,3673
41821,12767,22,6,329
41822,22,12767,7,2430
41823,58817,22,17,2267
41824,22,58817,19,3185
41825,62531,80,1,46
41826,80,62531,6,264
41827,22,37898,19,3185
41828,37898,22,15,2163
41829,60145,22,15,2163
41830,22,60145,19,3185
41831,52488,22,16,1833
41832,22,52488,15,2841
41833,63093,23,1,46
41834,23,63093,1,40
41835,22,42803,19,3185
41836,42803,22,15,2163
41837,36944,22,15,2163
41838,22,36944,20,3249
41839,20131,22,15,2157
41840,22,20131,26,5649
41841,27015,27015,1,140
41842,0,3,1,168
41843,58867,22,6,347
41844,22,58867,10,3623
41845,22,36932,19,3185
41846,36932,22,15,2163
41847,18218,22,17,2267
41848,22,18218,20,3305
41849,22,60238,29,4053
41850,60238,22,24,2918
41851,58032,23,1,46
41852,23,58032,1,40
41853,57868,80,1,46
41854,80,57868,6,264
41855,23,53099,1,40
41856,53099,23,1,46
41857,32211,22,5,277
41858,22,32211,10,6526
41859,48200,22,3,166
41860,22,48200,4,240
41861,7328,80,2,92
41862,80,7328,1,44
41863,41575,22,17,2267
41864,22,41575,19,3185
41865,52686,22,17,2267
41866,22,52686,19,3185
41867,8000,1142,7,702
41868,1142,8000,6,586
41869,8000,1143,14,1258
41870,1143,8000,12,1101
41871,8000,51012,7,561
41872,51012,8000,6,589
41873,8000,1165,7,702
41874,1165,8000,6,586
41875,8000,1166,7,556
41876,1166,8000,6,515
41877,8000,52038,7,561
41878,52038,8000,6,589
41879,8000,52039,7,702
41880,52039,8000,5,540
41881,8000,52040,7,556
41882,52040,8000,6,515
41883,8000,53062,7,561
41884,53062,8000,6,589
41885,8000,53063,7,556
41886,53063,8000,6,515
41887,8000,53064,7,702
41888,53064,8000,6,586
41889,56402,22,24,2900
41890,22,56402,26,3745
41891,22391,22,15,2163
41892,22,22391,21,3425
41893,23590,22,6,368
41894,22,23590,11,3704
41895,26684,7547,1,46
41896,7547,26684,1,40
41897,22,5696,26,3745
41898,5696,22,24,2918
41899,48341,161,1,46
41900,161,48341,1,40
41901,22,39277,20,3289
41902,39277,22,17,2279
41903,45076,22,17,2267
41904,22,45076,19,3185
41905,1726,22,14,2935
41906,22,1726,19,3037
41907,55659,80,14,712
41908,80,55659,8,12019
41909,8000,1167,14,2366
41910,1167,8000,12,1193
41911,8000,49989,7,1727
41912,49989,8000,6,579
41913,8000,53065,7,1727
41914,53065,8000,6,579
41915,22,33626,19,3185
41916,33626,22,17,2267
41917,56149,22,12,1586
41918,22,56149,12,2545
41919,47629,22,15,2163
41920,22,47629,19,3185
41921,8000,52041,7,1727
41922,52041,8000,6,579
41923,170,80,3,138
41924,80,170,7,308
41925,14630,5358,1,46
41926,5358,14630,1,40
41927,10132,22,26,3004
41928,22,10132,26,3745
41929,22,48088,19,3185
41930,48088,22,15,2163
41931,22,53001,14,2625
41932,53001,22,14,1678
41933,22,37590,19,3185
41934,37590,22,17,2267
41935,35977,22,3,173
41936,22,35977,11,5747
41937,36830,22,16,2215
41938,22,36830,19,3185
41939,22,64793,26,3745
41940,64793,22,24,2901
41941,11689,22,7,441
41942,22,11689,10,1680
41943,8000,49429,7,702
41944,49429,8000,6,586
41945,8000,49430,7,556
41946,49430,8000,6,515
41947,8000,50660,7,702
41948,50660,8000,6,586
41949,8000,50661,7,556
41950,50661,8000,6,515
41951,8000,59700,7,556
41952,59700,8000,6,515
41953,8000,59701,7,702
41954,59701,8000,6,586
41955,8000,60769,7,556
41956,60769,8000,6,515
41957,8000,60770,7,702
41958,60770,8000,7,638
41959,8000,61897,7,556
41960,61897,8000,6,515
41961,8000,61898,7,702
41962,61898,8000,6,586
41963,8000,62929,7,702
41964,62929,8000,6,586
41965,8000,62930,7,556
41966,62930,8000,6,515
41967,8000,63989,7,702
41968,63989,8000,6,586
41969,8000,63990,7,556
41970,63990,8000,6,515
41971,8000,65045,7,556
41972,65045,8000,6,515
41973,8000,65046,7,702
41974,65046,8000,6,586
41975,8000,50100,7,556
41976,50100,8000,6,515
41977,8000,50101,7,702
41978,50101,8000,6,586
41979,8000,54268,7,702
41980,54268,8000,6,586
41981,8000,54267,7,556
41982,54267,8000,6,515
41983,8000,55293,7,702
41984,55293,8000,6,586
41985,8000,55294,7,556
41986,55294,8000,6,515
41987,8000,56321,7,556
41988,56321,8000,6,515
41989,8000,56322,7,702
41990,56322,8000,6,586
41991,8000,57347,7,702
41992,57347,8000,6,586
41993,8000,57348,7,556
41994,57348,8000,5,469
41995,8000,58374,7,702
41996,58374,8000,6,586
41997,8000,58373,7,556
41998,58373,8000,6,515
41999,8000,59400,7,702
42000,59400,8000,6,586
42001,8000,59399,7,556
42002,59399,8000,6,515
42003,8000,60427,7,702
42004,60427,8000,5,540
42005,8000,60428,7,556
42006,60428,8000,6,515
42007,8000,61474,7,702
42008,61474,8000,6,586
42009,8000,61475,7,556
42010,61475,8000,6,515
42011,8000,62503,7,702
42012,62503,8000,6,586
42013,8000,62502,7,556
42014,62502,8000,6,515
42015,23597,22,5,277
42016,22,23597,11,6631
42017,8000,63533,7,556
42018,63533,8000,6,515
42019,8000,63534,7,702
42020,63534,8000,6,586
42021,8000,64563,7,702
42022,64563,8000,6,586
42023,8000,64562,7,556
42024,64562,8000,6,515
42025,8000,49234,7,702
42026,49234,8000,6,586
42027,8000,49235,7,556
42028,49235,8000,6,515
42029,39532,22,15,2163
42030,22,39532,19,3185
42031,8000,50278,7,556
42032,50278,8000,6,515
42033,8000,50279,7,702
42034,50279,8000,5,540
42035,8000,51304,7,702
42036,51304,8000,6,586
42037,8000,51305,7,556
42038,51305,8000,6,515
42039,8000,52332,7,702
42040,52332,8000,6,586
42041,8000,52333,7,556
42042,52333,8000,6,515
42043,53472,80,1,46
42044,80,53472,6,264
42045,41262,22,12,1345
42046,22,41262,14,2153
42047,61560,80,1,46
42048,80,61560,6,264
42049,41208,22,17,2267
42050,22,41208,19,3185
42051,47327,22,14,2105
42052,22,47327,21,3309
42053,41640,22,7,393
42054,22,41640,7,3353
42055,22,34447,19,3185
42056,34447,22,15,2163
42057,22,36170,26,3745
42058,36170,22,24,2950
42059,57989,27017,1,46
42060,27017,57989,1,40
42061,22,28254,22,3614
42062,28254,22,16,2929
42063,24654,80,1,46
42064,80,24654,6,264
42065,40018,3366,2,92
42066,3366,40018,1,40
42067,58795,22,15,2163
42068,22,58795,19,3185
42069,22,28726,26,3745
42070,28726,22,24,2883
42071,64110,22,6,322
42072,22,64110,6,401
42073,55866,22,17,2267
42074,22,55866,19,3185
42075,22,38006,5,1285
42076,38006,22,6,340
42077,62628,22,24,2980
42078,22,62628,26,3745
42079,22,21586,29,3985
42080,21586,22,28,3111
42081,8000,49431,7,639
42082,49431,8000,6,614
42083,8000,59702,7,639
42084,59702,8000,6,614
42085,8000,60771,7,639
42086,60771,8000,6,614
42087,8000,62931,7,639
42088,62931,8000,6,614
42089,8000,50102,7,639
42090,50102,8000,6,614
42091,8000,54269,7,639
42092,54269,8000,6,614
42093,8000,56323,7,639
42094,56323,8000,6,614
42095,8000,57349,7,639
42096,57349,8000,6,614
42097,8000,58375,7,639
42098,58375,8000,6,614
42099,8000,59401,7,639
42100,59401,8000,6,614
42101,8000,60429,7,639
42102,60429,8000,6,614
42103,8000,62504,7,639
42104,62504,8000,6,614
42105,8000,63535,7,639
42106,63535,8000,6,614
42107,8000,64564,7,639
42108,64564,8000,6,614
42109,8000,50280,7,639
42110,50280,8000,6,614
42111,7894,22,24,2883
42112,22,7894,26,3745
42113,8000,65047,7,639
42114,65047,8000,6,614
42115,8000,55295,7,639
42116,55295,8000,6,614
42117,8000,61476,7,639
42118,61476,8000,6,614
42119,8000,49236,7,639
42120,49236,8000,6,614
42121,8000,51306,7,639
42122,51306,8000,6,614
42123,22,8055,29,5013
42124,8055,22,24,2901
42125,8000,63991,7,639
42126,63991,8000,6,614
42127,40546,22,25,3003
42128,22,40546,28,3929
42129,23235,22,4,231
42130,22,23235,12,6818
42131,8000,50664,7,639
42132,50664,8000,6,614
42133,8000,52334,7,639
42134,52334,8000,6,614
42135,3671,22,2,94
42136,22,3671,1,48
42137,22,35163,19,3185
42138,35163,22,15,2179
42139,5457,5064,1,437
42140,0,3,1,465
42141,49247,22,5,262
42142,22,49247,6,438
42143,18656,22,8,473
42144,22,18656,9,2534
42145,22,58664,26,3745
42146,58664,22,24,2889
42147,35621,22,6,359
42148,22,35621,5,2302
42149,57108,22,17,2267
42150,22,57108,19,3185
42151,35169,22,4,255
42152,22,35169,5,325
42153,42133,22,17,2267
42154,22,42133,19,3185
42155,3396,47843,1,40
42156,47843,3396,2,92
42157,38664,22,17,2267
42158,22,38664,20,3249
42159,13143,22,1,60
42160,22,13143,6,360
42161,26764,22,8,501
42162,22,26764,10,1684
42163,22,19859,26,3745
42164,19859,22,26,2987
42165,22,20102,5,1285
42166,20102,22,6,340
42167,56950,22,6,1625
42168,22,56950,9,4421
42169,8000,61899,7,639
42170,61899,8000,6,614
42171,22,41315,19,3185
42172,41315,22,15,2163
42173,17047,22,6,347
42174,22,17047,9,1640
42175,36377,137,1,78
42176,0,3,1,106
42177,58582,22,17,2261
42178,22,58582,20,3249
42179,46084,22,24,2900
42180,22,46084,26,3745
42181,3476,445,2,96
42182,445,3476,2,80
42183,7547,5436,1,40
42184,5436,7547,1,46
42185,18232,22,6,367
42186,22,18232,8,2507
42187,30564,22,27,3068
42188,22,30564,27,4773
42189,48428,23,1,46
42190,23,48428,1,40
42191,51284,22,5,283
42192,22,51284,14,2903
42193,42770,6379,1,46
42194,6379,42770,1,40
42195,41758,22,17,2267
42196,22,41758,19,3185
42197,22,32996,19,3185
42198,32996,22,17,2267
42199,26301,22,7,382
42200,22,26301,8,497
42201,22,38916,19,3185
42202,38916,22,15,2163
42203,61181,23,1,46
42204,23,61181,1,40
42205,37156,22,15,1697
42206,22,37156,13,2669
42207,2323,63531,1,40
42208,63531,2323,1,46
42209,5358,7934,1,40
42210,7934,5358,1,46
42211,62442,22,4,231
42212,22,62442,12,6742
42213,47425,22,13,1648
42214,22,47425,12,2545
42215,36001,22,17,2267
42216,22,36001,19,3185
42217,30012,22,24,2900
42218,22,30012,27,3865
42219,23,19303,2,80
42220,19303,23,2,92
42221,30123,22,4,228
42222,22,30123,5,391
42223,33393,80,1,46
42224,80,33393,6,264
42225,51165,22,17,2359
42226,22,51165,24,4531
42227,60434,80,1,46
42228,80,60434,6,264
42229,57634,22,17,2283
42230,22,57634,19,3185
42231,22,45097,19,3185
42232,45097,22,15,2163
42233,43149,80,1,46
42234,80,43149,6,264
42235,22,35292,19,3185
42236,35292,22,15,2163
42237,22,1965,18,2985
42238,1965,22,13,2779
42239,22,42776,19,3185
42240,42776,22,17,2267
42241,22,46499,20,3305
42242,46499,22,17,2279
42243,33654,22,17,2283
42244,22,33654,19,3185
42245,46389,3393,1,46
42246,3393,46389,1,40
42247,13621,22,17,2359
42248,22,13621,26,6377
42249,22,58623,19,3185
42250,58623,22,15,2163
42251,22,40915,19,3185
42252,40915,22,17,2267
42253,22,13885,5,1285
42254,13885,22,6,340
42255,22,36838,30,4057
42256,36838,22,27,3323
42257,23,40494,1,40
42258,40494,23,1,46
42259,22,34309,19,3185
42260,34309,22,15,2163
42261,60691,22,17,2267
42262,22,60691,19,3185
42263,28613,22,5,278
42264,22,28613,10,765
42265,29468,22,7,395
42266,22,29468,10,2573
42267,39137,22,14,1931
42268,22,39137,14,2721
42269,24038,22,24,2948
42270,22,24038,26,3745
42271,35120,7547,1,46
42272,7547,35120,1,40
42273,22,4379,18,2985
42274,4379,22,14,2825
42275,17243,80,1,46
42276,80,17243,6,264
42277,16412,22,27,3056
42278,22,16412,27,3865
42279,3512,80,15,690
42280,80,3512,75,3300
42281,22,62126,5,1285
42282,62126,22,6,340
42283,46665,22,19,2463
42284,22,46665,23,3533
42285,39084,80,1,46
42286,80,39084,6,264
42287,45884,22,6,329
42288,22,45884,8,2482
42289,22,37677,19,3185
42290,37677,22,15,2163
42291,59253,3394,2,92
42292,3394,59253,1,40
42293,22,50415,19,3185
42294,50415,22,17,2267
42295,1195,22,21,3211
42296,22,1195,20,3065
42297,19704,22,24,2918
42298,22,19704,27,3865
42299,41178,22,15,2163
42300,22,41178,19,3185
42301,18038,23,1,46
42302,23,18038,1,40
42303,51655,22,12,1811
42304,22,51655,14,2721
42305,22,60713,29,5701
42306,60713,22,19,3011
42307,1433,6000,1,40
42308,6000,1433,1,46
42309,41424,1900,1,122
42310,0,3,1,150
42311,38841,5358,1,46
42312,5358,38841,1,40
42313,12840,80,2,92
42314,80,12840,1,44
42315,46944,5358,1,46
42316,5358,46944,1,40
42317,22,14577,5,1285
42318,14577,22,6,340
42319,42189,22,15,2163
42320,22,42189,19,3185
42321,24424,22,8,453
42322,22,24424,9,2538
42323,59597,22,8,465
42324,22,59597,14,5938
42325,51958,7547,1,46
42326,7547,51958,1,40
42327,50229,22,5,307
42328,22,50229,6,1386
42329,22748,22,7,381
42330,22,22748,9,3489
42331,57117,22,9,1145
42332,22,57117,8,1506
42333,41481,22,17,2279
42334,22,41481,20,3305
42335,48054,22,18,2319
42336,22,48054,23,3541
42337,8080,21966,1,40
42338,21966,8080,1,46
42339,13372,5358,1,46
42340,5358,13372,1,40
42341,51270,80,1,46
42342,80,51270,6,264
42343,22,3934,18,2985
42344,3934,22,13,2843
42345,35639,23,1,46
42346,23,35639,1,40
42347,22,3476,26,3745
42348,3476,22,24,2918
42349,38919,22,17,2267
42350,22,38919,19,3185
42351,22,40037,19,3185
42352,40037,22,15,2163
42353,22,41104,26,3745
42354,41104,22,24,2889
42355,22,15357,26,3745
42356,15357,22,24,2889
42357,59341,22,17,2267
42358,22,59341,19,3185
42359,38732,80,1,46
42360,80,38732,6,264
42361,62114,80,1,46
42362,80,62114,6,264
42363,23,20187,1,40
42364,20187,23,1,46
42365,48301,22,8,448
42366,22,48301,12,5654
42367,22,46958,5,1285
42368,46958,22,6,340
42369,22,23477,26,3745
42370,23477,22,24,2950
42371,61490,22,24,2900
42372,22,61490,26,3745
42373,60857,22,15,2163
42374,22,60857,19,3185
42375,40528,1900,1,122
42376,0,3,1,150
42377,56488,80,1,46
42378,80,56488,6,264
42379,22,38769,19,3185
42380,38769,22,17,2267
42381,23617,22,6,329
42382,22,23617,16,6927
42383,23,12176,1,40
42384,12176,23,1,46
42385,1281,445,3,144
42386,445,1281,3,120
42387,50142,22,17,2267
42388,22,50142,19,3185
42389,49808,22,21,2345
42390,22,49808,21,3357
42391,35019,22,12,1345
42392,22,35019,14,2153
42393,57682,22,7,424
42394,22,57682,5,1285
42395,53086,80,1,46
42396,80,53086,6,264
42397,2538,22,13,2843
42398,22,2538,20,3201
42399,64470,22,7,398
42400,22,64470,9,680
42401,42856,22,2,106
42402,22,42856,4,240
42403,31974,2323,1,46
42404,2323,31974,1,40
42405,4925,445,3,144
42406,445,4925,3,120
42407,22,55075,19,3185
42408,55075,22,15,2163
42409,45347,22,17,2267
42410,22,45347,19,3185
42411,63264,22,12,2387
42412,22,63264,23,5293
42413,22,51650,19,3185
42414,51650,22,17,2267
42415,6077,80,1,46
42416,80,6077,6,264
42417,3664,22,14,2825
42418,22,3664,19,3873
42419,5117,6050,1,443
42420,0,3,1,471
42421,22,23529,5,1285
42422,23529,22,6,340
42423,53512,22,17,2267
42424,22,53512,19,3185
42425,58254,22,7,1035
42426,22,58254,6,3289
42427,37116,23,1,46
42428,23,37116,1,40
