,Unnamed: 0,Duration_Average ,Duration_Std,Duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
1660,0:13:50,11.1401875,[7.50224161],[56.28362915],19081.0625,[20902.01308926],[4.36894151e+08],19081.0625,[20902.01308926],[4.36894151e+08],15.34375,[9.11252358],[83.03808594],2321.21875,[1523.74146295],[2321788.04589844],suspicious
1662,0:13:51,11.7145,[11.13063529],[123.89104205],19415.475,[21029.52243512],[4.42240814e+08],19096.7075,[20493.01031466],[4.19963472e+08],14.725,[7.58283423],[57.499375],2290.675,[1389.29292065],[1930134.819375],suspicious
1664,0:13:52,20.0913125,[31.05111937],[964.17201421],18671.6875,[24510.088041],[6.00744416e+08],18666.35313,[24513.00915031],[6.00887618e+08],11.5,[8.10478254],[65.6875],1824.125,[1513.3435819],[2290208.796875],suspicious
1666,0:13:53,20.3256,[35.4563098],[1257.14990444],19099.35,[20572.89145034],[4.23243863e+08],19099.35,[20572.89145034],[4.23243863e+08],8.85,[8.59811026],[73.9275],1512.45,[1864.65692488],[3476945.4475],suspicious
1668,0:13:54,10.90944444,[8.88971837],[79.02709269],20442.63889,[22367.94978703],[5.00325178e+08],20442.63889,[22367.94978703],[5.00325178e+08],14.75,[8.92989673],[79.74305556],2127.388889,[1392.1932193],[1938201.95987654],suspicious
1670,0:13:55,9.38825,[3.68827476],[13.60337069],18643.75,[21613.18011124],[4.67129555e+08],18643.75,[21613.18011124],[4.67129555e+08],16.08333333,[5.89432401],[34.74305556],2352.083333,[1062.98212264],[1129930.99305556],suspicious
1672,0:13:56,16.53824,[31.78791656],[1010.4716393],17284.96,[20915.29757566],[4.37449673e+08],16469,[21171.07933762],[4.482146e+08],10.8,[11.05621997],[122.24],1665.08,[2094.5396997],[4387096.5536],suspicious
1674,0:13:57,9.8166,[17.43671249],[304.03894254],17314.7,[21392.04104474],[4.5761942e+08],17314.6825,[21392.03155258],[4.57619014e+08],9.85,[8.15030674],[66.4275],1680.65,[1648.54720208],[2717707.8775],suspicious
1676,0:13:58,11.87575,[8.24692278],[68.01173535],19854.79167,[23209.5219414],[5.38681909e+08],19854.79167,[23209.5219414],[5.38681909e+08],15.04166667,[9.98949101],[99.78993056],2061.375,[1462.57540582],[2139126.81770833],suspicious
1678,0:13:59,15.03107143,[30.38808591],[923.43576521],18391.64286,[22510.23458692],[5.06710661e+08],18391.64286,[22510.23458692],[5.06710661e+08],11.21428571,[9.30574762],[86.59693878],1804.214286,[1742.46892485],[3036197.95408163],suspicious
1680,0:14:00,19.01259091,[32.91835713],[1083.61823624],21040.38636,[23784.77661066],[5.65715598e+08],21040.38636,[23784.77661066],[5.65715598e+08],12.47727273,[8.49729539],[72.20402893],2001.204545,[1699.88293152],[2889601.98088843],suspicious
1682,0:14:01,18.7498125,[33.79672727],[1142.21877428],21422.625,[23480.52417663],[5.51335016e+08],21422.625,[23480.52417663],[5.51335016e+08],10.59375,[9.07213927],[82.30371094],1768.59375,[1919.22523202],[3683425.49121094],suspicious
1684,0:14:02,21.19442857,[30.54269132],[932.8559931],16514.57143,[20102.62333348],[4.04115465e+08],16514.57143,[20102.62333348],[4.04115465e+08],13.82142857,[7.68604288],[59.0752551],2136.714286,[1318.40961706],[1738203.91836735],suspicious
1686,0:14:03,35.55961538,[48.36388349],[2339.0652267],22540.15385,[23502.38828076],[5.52362255e+08],22540.15385,[23502.38828076],[5.52362255e+08],12.57692308,[10.41143261],[108.39792899],2097.5,[2224.18393418],[4946994.17307692],suspicious
1688,0:14:04,22.08789474,[34.56576287],[1194.79196273],22140.81579,[24713.88555135],[6.10776139e+08],22140.81579,[24713.88555135],[6.10776139e+08],15.28947368,[7.19615356],[51.78462604],2636.657895,[1618.1159492],[2618299.22506925],suspicious
1690,0:14:05,7.9825,[6.72599833],[45.23905358],17974.16667,[20946.25626388],[4.38745651e+08],17974.16667,[20946.25626388],[4.38745651e+08],11.58333333,[9.23271659],[85.24305556],1551.25,[1434.23720289],[2057036.35416667],suspicious
1692,0:14:06,11.78275,[7.00641261],[49.08981769],19823.04167,[23846.22966613],[5.68642669e+08],19823.375,[23845.95262271],[5.68629456e+08],16.79166667,[9.3317521],[87.08159722],2296.75,[1361.50719945],[1853701.85416667],suspicious
1694,0:14:07,15.80966667,[32.25134901],[1040.14951272],17353.45833,[21534.32853024],[4.63727305e+08],17353.79167,[21534.05997093],[4.63715739e+08],10.29166667,[8.8904404],[79.03993056],1471.708333,[1424.73990255],[2029883.78993056],suspicious
1696,0:14:08,20.710375,[38.40588788],[1475.01222373],14761.125,[19059.41574844],[3.63261329e+08],14761.125,[19059.41574844],[3.63261329e+08],9.03125,[8.4131013],[70.78027344],1259.59375,[1364.3501168],[1861451.24121094],suspicious
1698,0:14:09,30.51145,[46.27581155],[2141.45073445],18659.25,[22000.0340906],[4.840015e+08],18659.25,[22000.0340906],[4.840015e+08],10.525,[8.16696853],[66.699375],1751.925,[1702.43947598],[2898300.169375],suspicious
1700,0:14:10,9.207466667,[6.19423434],[38.36853905],22314.9,[23805.16144502],[5.66685711e+08],22314.9,[23805.16144502],[5.66685711e+08],14.8,[8.00999376],[64.16],2251.7,[1384.14216876],[1915849.54333333],suspicious
1702,0:14:11,13.43853333,[21.98938986],[483.53326638],19857.1,[24260.75762811],[5.88584361e+08],19857.1,[24260.75762811],[5.88584361e+08],9.9,[9.05299214],[81.95666667],1531.7,[1612.29108517],[2599482.54333333],suspicious
1704,0:14:12,31.13327273,[36.58187615],[1338.23366274],17313.04545,[20202.35098038],[4.08134985e+08],17313.04545,[20202.35098038],[4.08134985e+08],13.54545455,[9.22312939],[85.0661157],2513.5,[2276.75552147],[5183615.70454545],suspicious
1706,0:14:13,23.1486875,[38.27860309],[1465.25145459],20629.1875,[22933.40081551],[5.25940873e+08],20629.1875,[22933.40081551],[5.25940873e+08],9.65625,[7.1397189],[50.97558594],1539.40625,[1530.9951596],[2343946.17871094],suspicious
1708,0:14:14,23.63309091,[32.11307405],[1031.24952508],19407.02273,[22781.95179551],[5.19017328e+08],18559.48409,[22789.80354795],[5.19375146e+08],15.84090909,[8.26532511],[68.31559917],2480.045455,[1719.91836427],[2958119.17975207],suspicious
1710,0:14:15,22.92694444,[35.3626047],[1250.51381139],20076.88889,[23216.93811133],[5.39026215e+08],20076.48056,[23217.18205397],[5.39037543e+08],15.58333333,[7.85060153],[61.63194444],2632.861111,[1719.52500148],[2956766.23070988],suspicious
1712,0:14:16,7.322833333,[7.90058794],[62.41928981],20331.5,[23438.3329772],[5.49355453e+08],19404.55417,[23707.34279107],[5.62038102e+08],11.20833333,[10.08290288],[101.66493056],1562.833333,[1570.19294639],[2465505.88888889],suspicious
1714,0:14:17,7.4417,[5.62228683],[31.61010921],14728.6,[18002.25767341],[3.24081281e+08],14728.6,[18002.25767341],[3.24081281e+08],12.05,[8.19435781],[67.1475],1964.1,[1485.59876481],[2207003.69],suspicious
1716,0:14:18,21.46542105,[34.81700981],[1212.22417224],18217.63158,[21642.55520767],[4.68400196e+08],18217.63158,[21642.55520767],[4.68400196e+08],12.84210526,[8.14191984],[66.29085873],2063.921053,[1776.43374833],[3155716.86218837],suspicious
1718,0:14:19,14.87695238,[25.86588538],[669.04402624],18565.88095,[22152.11446449],[4.90716175e+08],18565.88095,[22152.11446449],[4.90716175e+08],14.11904762,[9.48232034],[89.91439909],2205.666667,[1652.49883894],[2730752.41269841],suspicious
1720,0:14:20,10.01909091,[6.48638819],[42.07323172],19084.04545,[22258.14013197],[4.95424802e+08],19083.15,[22258.66967212],[4.95448376e+08],13.04545455,[8.70985478],[75.86157025],2002.181818,[1399.53643742],[1958702.23966942],suspicious
1722,0:14:21,7.883631579,[6.99284153],[48.89983265],20922.05263,[23669.44136595],[5.60242455e+08],20922.13684,[23669.36693544],[5.60238931e+08],12.55263158,[9.27275968],[85.98407202],1860.105263,[1466.14298487],[2149575.25207756],suspicious
1724,0:14:22,11.48727273,[7.79090605],[60.69821711],19978.59091,[22040.01527936],[4.85762274e+08],19978.59091,[22040.01527936],[4.85762274e+08],16.04545455,[9.58444418],[91.86157025],2341.318182,[1511.45990192],[2284511.03512397],suspicious
1726,0:14:23,13.31757143,[16.5146087],[272.73230067],19455,[23713.6758493],[5.62338422e+08],15489.45,[21894.10255012],[4.79351726e+08],13.78571429,[7.91182272],[62.59693878],2210.714286,[1427.453123],[2037622.41836735],suspicious
1728,0:14:24,9.744833333,[5.9247941],[35.10318514],20045.20833,[22866.09240043],[5.22858182e+08],20045.20833,[22866.09240043],[5.22858182e+08],13.125,[8.13076718],[66.109375],1992.083333,[1358.12563596],[1844505.24305556],suspicious
1730,0:14:25,26.94583333,[38.36750473],[1472.06541904],17190.52381,[21235.7200134],[4.50955804e+08],17190.71429,[21235.56585552],[4.50949257e+08],12.30952381,[9.42763944],[88.88038549],1943.119048,[1808.56510083],[3270907.7239229],suspicious
1732,0:14:26,35.23709091,[44.66136945],[1994.63792136],16425.45455,[19351.9240733],[3.74496965e+08],16425.45455,[19351.9240733],[3.74496965e+08],12.95454545,[9.75368123],[95.13429752],2628.454545,[2560.4266819],[6555784.79338843],suspicious
1734,0:14:27,13.9707,[26.73353809],[714.68205861],20075.3,[23496.57626145],[5.52089096e+08],20073.115,[23497.93455586],[5.52152928e+08],8.85,[8.83897619],[78.1275],1330.05,[1418.60940625],[2012452.6475],suspicious
1736,0:14:28,13.21206061,[13.29983446],[176.88559654],14756.84848,[21183.0360761],[4.48721017e+08],14756.94848,[21182.96642002],[4.48718066e+08],15.21212121,[10.33311117],[106.77318641],2237.69697,[1734.93796038],[3010009.72635445],suspicious
1738,0:14:29,8.703818182,[4.97101094],[24.71094979],22756.90909,[25144.56139987],[6.32248968e+08],22756.90909,[25144.56139987],[6.32248968e+08],13.40909091,[7.54778168],[56.96900826],1919.136364,[1264.87107843],[1599898.84504132],suspicious
1740,0:14:30,12.9584,[28.1822531],[794.23939004],21196.975,[23801.55329331],[5.66513939e+08],18517.04,[22770.87051164],[5.18512544e+08],11.1,[8.96883493],[80.44],1574.45,[1368.59215894],[1873044.4975],suspicious
1742,0:14:31,21.9395,[34.38177292],[1182.10630925],19506.4,[22374.30126373],[5.00609357e+08],19497.815,[22379.77049749],[5.00854128e+08],12.05,[9.67199566],[93.5475],1713.7,[1424.85610151],[2030214.91],suspicious
1744,0:14:32,15.06123529,[26.83478401],[720.105633],19128.17647,[22546.32767733],[5.08336892e+08],19128.27353,[22546.24533992],[5.08333179e+08],13.17647059,[7.42994968],[55.20415225],2276.617647,[1595.63675313],[2546056.64792388],suspicious
1746,0:14:33,24.44253333,[33.88512834],[1148.20192252],20089.26667,[22931.21956625],[5.25840831e+08],20089.26667,[22931.21956625],[5.25840831e+08],13.1,[9.06035319],[82.09],2106.666667,[1678.28871837],[2816653.02222222],suspicious
1748,0:14:34,8.7176,[5.86449478],[34.39229904],17518.45,[21197.01134234],[4.4931329e+08],17518.45,[21197.01134234],[4.4931329e+08],14.5,[7.60591875],[57.85],2209.6,[1192.97574996],[1423191.14],suspicious
1750,0:14:35,0.067625,[0.01023805],[0.00010482],32774.5,[25055.59472703],[6.27782827e+08],32774.5,[25055.59472703],[6.27782827e+08],6.479166667,[0.55862865],[0.31206597],588.8541667,[70.73497767],[5003.43706597],normal
1752,0:14:36,0.05452381,[0.00376221],[1.4154195e-05],32959.92857,[25233.11064039],[6.36709873e+08],32959.92857,[25233.11064039],[6.36709873e+08],6.5,[0.5],[0.25],626.5,[12.5],[156.25],normal
1754,0:14:37,15.38016667,[27.02159879],[730.16680125],16924.36111,[20519.78973678],[4.21061771e+08],16913.53611,[20525.91562225],[4.21313212e+08],10.72222222,[8.03675968],[64.58950617],1636.055556,[1344.13098619],[1806688.10802469],suspicious
1756,0:14:38,31.93223529,[54.19269902],[2936.84862653],17977.85294,[20689.26502281],[4.28045687e+08],16912.06765,[20647.30547905],[4.26311224e+08],10.35294118,[8.75107507],[76.58131488],1477.764706,[1430.95669476],[2047637.06228374],suspicious
1758,0:14:39,37.9486,[47.35131902],[2242.14741264],20671.4,[23613.10168191],[5.57578571e+08],20671.4,[23613.10168191],[5.57578571e+08],11.1,[8.75157129],[76.59],1835.2,[1839.18092095],[3382586.46],suspicious
1760,0:14:40,8.763,[5.4656498],[29.87332771],17644.17857,[20281.21036655],[4.11327494e+08],17644.17857,[20281.21036655],[4.11327494e+08],15.25,[7.61401433],[57.97321429],2393.75,[1376.20338574],[1893935.75892857],suspicious
1762,0:14:41,19.92516667,[31.92558468],[1019.24295731],18249.95833,[21043.20673337],[4.4281655e+08],18249.95833,[21043.20673337],[4.4281655e+08],13.95833333,[7.92926629],[62.87326389],2058.541667,[1249.11678728],[1560292.74826389],suspicious
1764,0:14:42,9.424608696,[14.49913903],[210.22503267],19591.80435,[22103.53405603],[4.88566218e+08],18732.6587,[22006.08505704],[4.8426778e+08],9.97826087,[8.46087962],[71.58648393],1609.73913,[1595.13598214],[2544458.80151229],suspicious
1766,0:14:43,10.62473333,[7.50548141],[56.33225113],17270.56667,[21681.59616308],[4.70091612e+08],17270.56667,[21681.59616308],[4.70091612e+08],15.26666667,[9.14306051],[83.59555556],2289.466667,[1487.13533868],[2211571.51555556],suspicious
1768,0:14:44,15.07292308,[31.93497945],[1019.84291222],17455.73077,[21932.53845941],[4.81036243e+08],15970.16538,[21625.39351637],[4.67657645e+08],9.269230769,[7.33043021],[53.7352071],1432.5,[1634.33927487],[2671064.86538462],suspicious
1770,0:14:45,20.52664706,[33.12641831],[1097.35959023],17803.17647,[22438.13636157],[5.03469963e+08],17830.71471,[22423.09311489],[5.02795105e+08],13.82352941,[7.96119481],[63.38062284],2235.235294,[1310.60062699],[1717674.00346021],suspicious
1772,0:14:46,23.11577778,[35.31092232],[1246.86123517],22476.19444,[23800.62151011],[5.66469584e+08],22476.19444,[23800.62151011],[5.66469584e+08],15.27777778,[8.64937734],[74.8117284],2635.472222,[1832.52878538],[3358161.74922839],suspicious
1774,0:14:47,13.0859,[8.18598722],[67.01038669],17119.7,[23019.31417984],[5.29888825e+08],17119.7,[23019.31417984],[5.29888825e+08],19.25,[10.30958292],[106.2875],2677.8,[1560.43069696],[2434943.96],suspicious
1776,0:14:48,13.7385,[28.970605],[839.295954],19213.34375,[21874.59132277],[4.78497746e+08],19213.34375,[21874.59132277],[4.78497746e+08],11.28125,[9.32146171],[86.88964844],1632.25,[1480.07789069],[2190630.5625],suspicious
1778,0:14:49,9.7345,[7.94459894],[63.11665239],19199.10714,[21988.12343929],[4.83477572e+08],19199.10714,[21988.12343929],[4.83477572e+08],13.60714286,[9.57056233],[91.59566327],1809.964286,[1424.70454286],[2029783.03443878],suspicious
1780,0:14:50,9.29025,[5.47176256],[29.94018552],19522.16667,[21922.28152221],[4.80586427e+08],19522.16667,[21922.28152221],[4.80586427e+08],14.08333333,[7.48841698],[56.07638889],2165.666667,[1245.64854817],[1551640.30555556],suspicious
1782,0:14:51,10.00278571,[6.97768958],[48.68815188],23360.25,[24205.94569172],[5.85927807e+08],23360.25,[24205.94569172],[5.85927807e+08],13.21428571,[9.09221466],[82.66836735],1970.571429,[1478.85808815],[2187021.24489796],suspicious
1784,0:14:52,31.21955556,[53.23754954],[2834.23668102],17957.97222,[21934.20880533],[4.81109516e+08],17340.23056,[22063.86959235],[4.86814341e+08],9.666666667,[6.3420992],[40.22222222],1664.583333,[1675.94090281],[2808777.90972222],suspicious
1786,0:14:53,26.817,[19.98378664],[399.35172867],24739.16667,[24751.12184943],[6.12618033e+08],24739.16667,[24751.12184943],[6.12618033e+08],16,[5.6862407],[32.33333333],3232.666667,[2207.76090694],[4874208.22222222],suspicious
1788,0:14:54,8.033,[7.43697654],[55.30862011],16326.44737,[20823.71311965],[4.33627028e+08],16326.32368,[20823.70766465],[4.33626801e+08],13.23684211,[9.67208194],[93.54916898],1942.657895,[1433.22024745],[2054120.27770083],suspicious
1790,0:14:55,11.12227273,[8.03833917],[64.61489656],17725.5,[21072.40234126],[4.4404614e+08],17725.19545,[21072.54926983],[4.44052333e+08],11.63636364,[7.34565706],[53.95867769],2078.409091,[1480.27711346],[2191220.33264463],suspicious
1792,0:14:56,24.34128571,[36.57548717],[1337.76626201],20582,[23038.95201816],[5.3079331e+08],20582,[23038.95201816],[5.3079331e+08],13.85714286,[9.20810054],[84.78911565],2121.666667,[1689.01885674],[2852784.6984127],suspicious
1794,0:14:57,9.673117647,[7.62027076],[58.06852646],16418.41176,[21148.87302535],[4.4727483e+08],16418.41176,[21148.87302535],[4.4727483e+08],14.29411765,[9.0927554],[82.67820069],2167.970588,[1557.75302893],[2426594.49913495],suspicious
1796,0:14:58,17.51975,[35.64671106],[1270.68800969],20842.375,[23465.76765971],[5.50642252e+08],20135.80625,[23025.44636955],[5.30171181e+08],7.8125,[7.78796146],[60.65234375],1135.25,[1256.7965975],[1579537.6875],suspicious
1798,0:14:59,21.665,[35.76194054],[1278.91639086],18672.71429,[21160.84392534],[4.47781316e+08],18672.71429,[21160.84392534],[4.47781316e+08],12.46428571,[8.47046188],[71.74872449],1790.821429,[1357.2240065],[1842057.00382653],suspicious
1800,0:15:00,31.73714583,[47.023145],[2211.17616567],15590.35417,[19692.01967114],[3.87775639e+08],15248.40625,[19332.23201651],[3.73735195e+08],7.958333333,[7.78341809],[60.58159722],1438.520833,[1812.9127345],[3286652.58289931],suspicious
1802,0:15:01,23.8365625,[38.2495637],[1463.02912362],17758,[21585.42340186],[4.65930503e+08],17050.22813,[21779.30316638],[4.74338046e+08],12.75,[9.41408519],[88.625],1741.09375,[1503.57555845],[2260739.45996094],suspicious
1804,0:15:02,22.79755556,[35.59226501],[1266.80932825],15858.11111,[23538.749596],[5.54072733e+08],15141.62778,[22327.4210199],[4.98513729e+08],13.88888889,[8.86872713],[78.65432099],2220.333333,[1456.15383803],[2120384.],suspicious
1806,0:15:03,42.61830769,[44.61516883],[1990.51328929],15667.57692,[18761.05473124],[3.51977175e+08],15667.57692,[18761.05473124],[3.51977175e+08],14.96153846,[8.78145235],[77.11390533],2407.038462,[1865.80556908],[3481230.42159763],suspicious
1808,0:15:04,30.98846667,[46.05015284],[2120.61657638],20121.2,[21986.63413895],[4.83412081e+08],20121.2,[21986.63413895],[4.83412081e+08],11.13333333,[9.26186926],[85.78222222],1621.733333,[1671.54433451],[2794060.46222222],suspicious
1810,0:15:05,15.49591667,[32.82056406],[1077.18942508],14442.20833,[19862.17133141],[3.9450585e+08],14442.20833,[19862.17133141],[3.9450585e+08],8.291666667,[9.57200417],[91.62326389],1087.5,[1432.38795373],[2051735.25],suspicious
1812,0:15:06,25.13385714,[39.88758937],[1591.01978555],20312.07143,[22921.01151148],[5.25372769e+08],20312.07143,[22921.01151148],[5.25372769e+08],13.92857143,[8.83147202],[77.99489796],2298.821429,[1888.6525063],[3567008.28954082],suspicious
1814,0:15:07,25.27426667,[38.47183378],[1480.08199406],21148.86667,[24218.97998779],[5.86558992e+08],21149.13333,[24218.74716651],[5.86547714e+08],16,[8.15270916],[66.46666667],2496.2,[1489.02989448],[2217210.02666667],suspicious
1816,0:15:08,27.76881818,[38.81130939],[1506.31773633],16524.86364,[20765.18461336],[4.31192892e+08],16524.86364,[20765.18461336],[4.31192892e+08],10.95454545,[9.53690093],[90.95247934],2002.727273,[2421.18089486],[5862116.92561983],suspicious
1818,0:15:09,32.21085714,[38.50333302],[1482.50665355],16797.07143,[22875.72883918],[5.2329897e+08],16797.07143,[22875.72883918],[5.2329897e+08],16,[7.78276484],[60.57142857],2740.071429,[1801.56116681],[3245622.6377551],suspicious
1820,0:15:10,10.94718182,[7.42650251],[55.1529396],17581.54545,[21719.14092501],[4.71721083e+08],17581.54545,[21719.14092501],[4.71721083e+08],14.45454545,[7.66768469],[58.79338843],2077.818182,[1169.16207899],[1366939.96694215],suspicious
